Время                                       Угловой преобразователь 3 COM8 - Абсолютная Угловой преобразователь 2 COM8 - Абсолютная Угловой преобразователь 1 COM8 - Абсолютная 
* 0                                          223°56´43´´                                 261°41´39´´                                 205°45´07´´                                
1805125                                      224°01´59´´                                 269°17´48´´                                 224°41´32´´                                
1805235                                      224°01´59´´                                 269°41´32´´                                 223°27´42´´                                
1805344                                      224°01´59´´                                 270°02´38´´                                 223°27´42´´                                
1805453                                      224°01´59´´                                 270°02´38´´                                 222°11´15´´                                
1805563                                      224°01´59´´                                 270°05´16´´                                 222°11´15´´                                
1805672                                      224°01´59´´                                 270°05´16´´                                 220°41´36´´                                
1805781                                      224°01´59´´                                 270°05´16´´                                 219°17´13´´                                
1805891                                      224°01´59´´                                 270°02´38´´                                 219°17´13´´                                
1806000                                      224°01´59´´                                 270°02´38´´                                 218°11´18´´                                
1806110                                      224°01´59´´                                 269°49´27´´                                 218°11´18´´                                
1806219                                      224°01´59´´                                 269°49´27´´                                 216°54´50´´                                
1806328                                      224°01´59´´                                 269°41´32´´                                 215°35´44´´                                
1806438                                      224°01´59´´                                 269°41´32´´                                 215°35´44´´                                
1806547                                      224°01´59´´                                 269°36´16´´                                 214°03´27´´                                
1806656                                      224°01´59´´                                 269°25´43´´                                 214°03´27´´                                
1806766                                      224°01´59´´                                 269°25´43´´                                 212°23´15´´                                
1806875                                      224°01´59´´                                 269°25´43´´                                 212°23´15´´                                
1806985                                      224°01´59´´                                 269°25´43´´                                 210°24´36´´                                
1807094                                      224°01´59´´                                 269°30´59´´                                 208°18´02´´                                
1807203                                      224°01´59´´                                 269°49´27´´                                 208°18´02´´                                
1807313                                      224°01´59´´                                 269°49´27´´                                 205°53´01´´                                
1807422                                      224°01´59´´                                 270°05´16´´                                 205°53´01´´                                
1807531                                      224°01´59´´                                 270°05´16´´                                 203°25´22´´                                
1807641                                      224°01´59´´                                 270°13´11´´                                 200°39´15´´                                
1807750                                      224°01´59´´                                 270°13´11´´                                 200°39´15´´                                
1807860                                      224°01´59´´                                 270°05´16´´                                 197°58´25´´                                
1807969                                      224°01´59´´                                 269°54´43´´                                 197°58´25´´                                
1808078                                      224°01´59´´                                 269°54´43´´                                 195°12´18´´                                
1808188                                      224°01´59´´                                 269°46´48´´                                 195°12´18´´                                
1808297                                      224°01´59´´                                 269°46´48´´                                 192°31´27´´                                
1808406                                      224°01´59´´                                 269°41´32´´                                 190°01´10´´                                
1808516                                      224°01´59´´                                 269°46´48´´                                 190°01´10´´                                
1808625                                      224°01´59´´                                 269°46´48´´                                 187°22´58´´                                
1808735                                      224°01´59´´                                 269°57´21´´                                 187°22´58´´                                
1808844                                      224°01´59´´                                 269°57´21´´                                 184°44´45´´                                
1808953                                      224°01´59´´                                 270°13´11´´                                 182°01´17´´                                
1809063                                      224°01´59´´                                 270°13´11´´                                 182°01´17´´                                
1809172                                      224°01´59´´                                 270°26´22´´                                 179°30´59´´                                
1809281                                      224°01´59´´                                 270°50´05´´                                 179°30´59´´                                
1809391                                      224°01´59´´                                 270°50´05´´                                 177°13´53´´                                
1809500                                      224°01´59´´                                 271°16´27´´                                 177°13´53´´                                
1809610                                      224°01´59´´                                 271°16´27´´                                 175°17´52´´                                
1809719                                      224°01´59´´                                 271°32´17´´                                 173°40´18´´                                
1809828                                      224°01´59´´                                 271°40´11´´                                 173°40´18´´                                
1809938                                      224°01´59´´                                 271°40´11´´                                 172°26´29´´                                
1810047                                      224°01´59´´                                 271°40´11´´                                 172°26´29´´                                
1810156                                      224°01´59´´                                 271°40´11´´                                 171°31´06´´                                
1810266                                      224°01´59´´                                 271°40´11´´                                 170°48´55´´                                
1810375                                      224°01´59´´                                 271°40´11´´                                 170°48´55´´                                
1810485                                      224°01´59´´                                 271°37´33´´                                 170°14´38´´                                
1810594                                      224°01´59´´                                 271°29´38´´                                 170°14´38´´                                
1810703                                      224°01´59´´                                 271°29´38´´                                 169°48´16´´                                
1810813                                      224°01´59´´                                 271°27´00´´                                 169°48´16´´                                
1810922                                      224°01´59´´                                 271°27´00´´                                 169°27´11´´                                
1811031                                      224°01´59´´                                 271°24´22´´                                 169°19´16´´                                
1811141                                      224°01´59´´                                 271°19´06´´                                 169°19´16´´                                
1811250                                      224°01´59´´                                 271°19´06´´                                 169°11´22´´                                
1811360                                      224°01´59´´                                 271°13´49´´                                 169°11´22´´                                
1811469                                      224°01´59´´                                 271°13´49´´                                 169°11´22´´                                
1811578                                      224°01´59´´                                 271°05´55´´                                 169°24´33´´                                
1811688                                      224°01´59´´                                 271°05´55´´                                 169°24´33´´                                
1811797                                      224°01´59´´                                 271°00´38´´                                 169°48´16´´                                
1811906                                      224°01´59´´                                 271°00´38´´                                 169°48´16´´                                
1812016                                      224°01´59´´                                 271°00´38´´                                 170°27´49´´                                
1812125                                      224°01´59´´                                 271°08´33´´                                 170°27´49´´                                
1812235                                      224°01´59´´                                 271°08´33´´                                 170°51´33´´                                
1812344                                      224°01´59´´                                 270°52´44´´                                 170°54´11´´                                
1812453                                      224°01´59´´                                 270°42´11´´                                 170°54´11´´                                
1812563                                      224°01´59´´                                 270°42´11´´                                 170°54´11´´                                
1812672                                      224°01´59´´                                 270°42´11´´                                 170°54´11´´                                
1812781                                      224°01´59´´                                 270°42´11´´                                 170°48´55´´                                
1812891                                      224°01´59´´                                 270°42´11´´                                 170°46´17´´                                
1813000                                      224°01´59´´                                 270°42´11´´                                 170°46´17´´                                
1813110                                      224°01´59´´                                 270°52´44´´                                 170°43´39´´                                
1813219                                      224°01´59´´                                 270°58´00´´                                 170°43´39´´                                
1813328                                      224°01´59´´                                 270°58´00´´                                 170°43´39´´                                
1813438                                      224°01´59´´                                 270°58´00´´                                 170°43´39´´                                
1813547                                      224°01´59´´                                 270°58´00´´                                 170°43´39´´                                
1813656                                      224°01´59´´                                 270°47´27´´                                 170°46´17´´                                
1813766                                      224°01´59´´                                 270°47´27´´                                 170°46´17´´                                
1813875                                      224°01´59´´                                 270°44´49´´                                 170°51´33´´                                
1813985                                      224°01´59´´                                 270°39´33´´                                 170°51´33´´                                
1814094                                      224°01´59´´                                 270°39´33´´                                 170°54´11´´                                
1814203                                      224°01´59´´                                 270°39´33´´                                 170°54´11´´                                
1814313                                      224°01´59´´                                 270°39´33´´                                 171°12´39´´                                
1814422                                      224°01´59´´                                 270°55´22´´                                 171°23´12´´                                
1814531                                      224°01´59´´                                 271°13´49´´                                 171°23´12´´                                
1814641                                      224°01´59´´                                 271°13´49´´                                 171°25´50´´                                
1814750                                      224°01´59´´                                 271°24´22´´                                 171°25´50´´                                
1814860                                      224°01´59´´                                 271°24´22´´                                 171°31´06´´                                
1814969                                      224°01´59´´                                 271°27´00´´                                 171°23´12´´                                
1815078                                      224°01´59´´                                 271°27´00´´                                 171°23´12´´                                
1815188                                      224°01´59´´                                 271°21´44´´                                 171°15´17´´                                
1815297                                      224°01´59´´                                 271°19´06´´                                 171°15´17´´                                
1815406                                      224°01´59´´                                 271°19´06´´                                 171°10´01´´                                
1815516                                      224°01´59´´                                 271°00´38´´                                 171°10´01´´                                
1815625                                      224°01´59´´                                 271°00´38´´                                 170°59´28´´                                
1815735                                      224°01´59´´                                 270°47´27´´                                 171°02´06´´                                
1815844                                      224°01´59´´                                 270°26´22´´                                 171°02´06´´                                
1815953                                      224°01´59´´                                 270°26´22´´                                 171°10´01´´                                
1816063                                      224°01´59´´                                 270°13´11´´                                 171°10´01´´                                
1816172                                      224°01´59´´                                 270°13´11´´                                 171°20´33´´                                
1816281                                      224°01´59´´                                 269°54´43´´                                 171°33´45´´                                
1816391                                      224°01´59´´                                 269°54´43´´                                 171°33´45´´                                
1816500                                      224°01´59´´                                 269°44´10´´                                 171°44´17´´                                
1816610                                      224°01´59´´                                 269°46´48´´                                 171°44´17´´                                
1816719                                      224°01´59´´                                 269°46´48´´                                 172°00´07´´                                
1816828                                      224°01´59´´                                 270°02´38´´                                 172°00´07´´                                
1816938                                      224°01´59´´                                 270°02´38´´                                 172°15´56´´                                
1817047                                      224°01´59´´                                 270°31´38´´                                 172°26´29´´                                
1817156                                      224°01´59´´                                 270°55´22´´                                 172°26´29´´                                
1817266                                      224°01´59´´                                 270°55´22´´                                 172°23´50´´                                
1817375                                      224°01´59´´                                 271°16´27´´                                 172°23´50´´                                
1817485                                      224°01´59´´                                 271°16´27´´                                 172°21´12´´                                
1817594                                      224°01´59´´                                 271°32´17´´                                 172°18´34´´                                
1817703                                      224°01´59´´                                 271°32´17´´                                 172°18´34´´                                
1817813                                      224°01´59´´                                 271°45´28´´                                 172°23´50´´                                
1817922                                      224°01´59´´                                 272°09´11´´                                 172°23´50´´                                
1818031                                      224°01´59´´                                 272°09´11´´                                 172°44´56´´                                
1818141                                      224°01´59´´                                 272°22´22´´                                 172°44´56´´                                
1818250                                      224°01´59´´                                 272°22´22´´                                 173°08´40´´                                
1818360                                      224°01´59´´                                 272°32´55´´                                 173°08´40´´                                
1818469                                      224°01´59´´                                 272°32´55´´                                 173°08´40´´                                
1818578                                      224°01´59´´                                 272°32´55´´                                 173°08´40´´                                
1818688                                      224°01´59´´                                 272°22´22´´                                 173°08´40´´                                
1818797                                      224°01´59´´                                 272°22´22´´                                 173°08´40´´                                
1818906                                      224°01´59´´                                 272°19´44´´                                 173°08´40´´                                
1819016                                      224°01´59´´                                 272°19´44´´                                 173°08´40´´                                
1819125                                      224°01´59´´                                 272°19´44´´                                 173°13´56´´                                
1819235                                      224°01´59´´                                 272°19´44´´                                 173°13´56´´                                
1819344                                      224°01´59´´                                 272°22´22´´                                 173°00´45´´                                
1819453                                      224°01´59´´                                 272°40´50´´                                 173°00´45´´                                
1819563                                      224°01´59´´                                 272°40´50´´                                 173°00´45´´                                
1819672                                      224°01´59´´                                 272°51´23´´                                 173°00´45´´                                
1819781                                      224°01´59´´                                 272°51´23´´                                 172°52´51´´                                
1819891                                      224°01´59´´                                 272°56´39´´                                 172°42´18´´                                
1820000                                      224°01´59´´                                 272°56´39´´                                 172°42´18´´                                
1820110                                      224°01´59´´                                 272°56´39´´                                 172°37´01´´                                
1820219                                      224°01´59´´                                 272°56´39´´                                 172°37´01´´                                
1820328                                      224°01´59´´                                 272°56´39´´                                 172°37´01´´                                
1820438                                      224°01´59´´                                 272°56´39´´                                 172°37´01´´                                
1820547                                      224°01´59´´                                 272°56´39´´                                 172°47´34´´                                
1820656                                      224°01´59´´                                 272°51´23´´                                 173°00´45´´                                
1820766                                      224°01´59´´                                 273°04´34´´                                 173°00´45´´                                
1820875                                      224°01´59´´                                 273°04´34´´                                 173°24´29´´                                
1820985                                      224°01´59´´                                 273°04´34´´                                 173°24´29´´                                
1821094                                      224°01´59´´                                 273°04´34´´                                 173°19´13´´                                
1821203                                      224°01´59´´                                 272°51´23´´                                 173°16´34´´                                
1821313                                      224°01´59´´                                 272°51´23´´                                 173°16´34´´                                
1821422                                      224°01´59´´                                 272°43´28´´                                 173°03´23´´                                
1821531                                      224°01´59´´                                 272°32´55´´                                 173°03´23´´                                
1821641                                      224°01´59´´                                 272°32´55´´                                 172°55´29´´                                
1821750                                      224°01´59´´                                 272°27´39´´                                 172°55´29´´                                
1821860                                      224°01´59´´                                 272°27´39´´                                 172°50´12´´                                
1821969                                      224°01´59´´                                 272°14´28´´                                 172°44´56´´                                
1822078                                      224°01´59´´                                 272°11´50´´                                 172°44´56´´                                
1822188                                      224°01´59´´                                 272°11´50´´                                 172°31´45´´                                
1822297                                      224°01´59´´                                 272°03´55´´                                 172°31´45´´                                
1822406                                      224°01´59´´                                 272°03´55´´                                 172°18´34´´                                
1822516                                      224°01´59´´                                 271°58´39´´                                 172°08´01´´                                
1822625                                      224°01´59´´                                 271°58´39´´                                 172°08´01´´                                
1822735                                      224°01´59´´                                 271°53´22´´                                 172°05´23´´                                
1822844                                      224°01´59´´                                 271°53´22´´                                 172°05´23´´                                
1822953                                      224°01´59´´                                 271°53´22´´                                 172°02´45´´                                
1823063                                      224°01´59´´                                 272°11´50´´                                 172°02´45´´                                
1823172                                      224°01´59´´                                 272°11´50´´                                 172°10´39´´                                
1823281                                      224°01´59´´                                 272°35´33´´                                 172°23´50´´                                
1823391                                      224°01´59´´                                 272°48´45´´                                 172°23´50´´                                
1823500                                      224°01´59´´                                 272°48´45´´                                 172°44´56´´                                
1823610                                      224°01´59´´                                 273°12´28´´                                 172°44´56´´                                
1823719                                      224°01´59´´                                 273°12´28´´                                 173°08´40´´                                
1823828                                      224°01´59´´                                 273°33´34´´                                 173°37´40´´                                
1823938                                      224°01´59´´                                 273°33´34´´                                 173°37´40´´                                
1824047                                      224°01´59´´                                 273°46´45´´                                 174°11´57´´                                
1824156                                      224°01´59´´                                 274°10´29´´                                 174°11´57´´                                
1824266                                      224°01´59´´                                 274°10´29´´                                 174°59´24´´                                
1824375                                      224°01´59´´                                 274°39´29´´                                 174°59´24´´                                
1824485                                      224°01´59´´                                 274°39´29´´                                 175°46´52´´                                
1824594                                      224°01´59´´                                 274°50´02´´                                 176°23´47´´                                
1824703                                      224°01´59´´                                 274°55´18´´                                 176°23´47´´                                
1824813                                      224°01´59´´                                 274°55´18´´                                 177°21´47´´                                
1824922                                      224°01´59´´                                 274°55´18´´                                 177°21´47´´                                
1825031                                      224°01´59´´                                 274°55´18´´                                 178°35´37´´                                
1825141                                      224°01´59´´                                 274°52´40´´                                 180°15´49´´                                
1825250                                      224°01´59´´                                 274°52´40´´                                 180°15´49´´                                
1825360                                      224°01´59´´                                 274°34´13´´                                 182°03´55´´                                
1825469                                      224°01´59´´                                 273°52´01´´                                 182°03´55´´                                
1825578                                      224°01´59´´                                 273°52´01´´                                 184°05´12´´                                
1825688                                      224°01´59´´                                 272°56´39´´                                 184°05´12´´                                
1825797                                      224°01´59´´                                 272°56´39´´                                 186°19´41´´                                
1825906                                      224°01´59´´                                 272°03´55´´                                 189°05´48´´                                
1826016                                      224°01´59´´                                 271°16´27´´                                 189°05´48´´                                
1826125                                      224°01´59´´                                 271°16´27´´                                 191°59´49´´                                
1826235                                      224°01´59´´                                 270°10´32´´                                 191°59´49´´                                
1826344                                      224°01´59´´                                 270°10´32´´                                 194°40´39´´                                
1826453                                      224°01´59´´                                 269°01´59´´                                 197°32´03´´                                
1826563                                      224°01´59´´                                 269°01´59´´                                 197°32´03´´                                
1826672                                      224°01´59´´                                 268°11´53´´                                 200°47´10´´                                
1826781                                      224°01´59´´                                 267°45´31´´                                 200°47´10´´                                
1826891                                      224°01´59´´                                 267°45´31´´                                 204°04´55´´                                
1827000                                      224°01´59´´                                 267°45´31´´                                 204°04´55´´                                
1827110                                      224°01´59´´                                 267°45´31´´                                 207°35´51´´                                
1827219                                      224°01´59´´                                 267°48´09´´                                 210°53´36´´                                
1827328                                      224°01´59´´                                 267°56´04´´                                 210°53´36´´                                
1827438                                      224°01´59´´                                 267°56´04´´                                 213°42´21´´                                
1827547                                      224°01´59´´                                 268°06´37´´                                 213°42´21´´                                
1827656                                      224°01´59´´                                 268°06´37´´                                 216°31´06´´                                
1827766                                      224°01´59´´                                 268°22´26´´                                 219°01´24´´                                
1827875                                      224°01´59´´                                 268°22´26´´                                 219°01´24´´                                
1827985                                      224°01´59´´                                 268°27´42´´                                 221°05´19´´                                
1828094                                      224°01´59´´                                 267°56´04´´                                 221°05´19´´                                
1828203                                      224°01´59´´                                 267°56´04´´                                 222°24´26´´                                
1828313                                      224°01´59´´                                 267°37´37´´                                 222°24´26´´                                
1828422                                      224°01´59´´                                 267°37´37´´                                 223°32´59´´                                
1828531                                      224°01´59´´                                 267°27´04´´                                 224°23´05´´                                
1828641                                      224°01´59´´                                 266°50´09´´                                 224°23´05´´                                
1828750                                      224°01´59´´                                 266°50´09´´                                 224°38´54´´                                
1828860                                      224°01´59´´                                 266°07´58´´                                 224°38´54´´                                
1828969                                      224°01´59´´                                 266°07´58´´                                 223°59´21´´                                
1829078                                      224°01´59´´                                 265°17´52´´                                 223°01´20´´                                
1829188                                      224°01´59´´                                 265°17´52´´                                 223°01´20´´                                
1829297                                      224°01´59´´                                 265°07´19´´                                 222°16´31´´                                
1829406                                      224°01´59´´                                 264°51´30´´                                 222°16´31´´                                
1829516                                      224°01´59´´                                 264°51´30´´                                 221°13´14´´                                
1829625                                      224°01´59´´                                 264°30´24´´                                 221°13´14´´                                
1829735                                      224°01´59´´                                 264°30´24´´                                 220°07´19´´                                
1829844                                      224°01´59´´                                 263°56´07´´                                 218°56´07´´                                
1829953                                      224°01´59´´                                 264°01´24´´                                 218°56´07´´                                
1830063                                      224°01´59´´                                 264°01´24´´                                 218°37´40´´                                
1830172                                      224°01´59´´                                 264°46´13´´                                 218°37´40´´                                
1830281                                      224°01´59´´                                 264°46´13´´                                 218°53´29´´                                
1830391                                      224°01´59´´                                 266°00´03´´                                 220°31´03´´                                
1830500                                      224°01´59´´                                 266°00´03´´                                 220°31´03´´                                
1830610                                      224°01´59´´                                 268°48´48´´                                 222°27´04´´                                
1830719                                      224°01´59´´                                 271°48´06´´                                 222°27´04´´                                
1830828                                      224°01´59´´                                 271°48´06´´                                 224°04´37´´                                
1830938                                      224°01´59´´                                 274°31´34´´                                 224°04´37´´                                
